r1bq1rk1/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP1NPB1/R1BQK2R w KQ - 3 8	a2a4	-28	30
r1bqk2r/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP2PB1/R1BQK1NR w KQkq - 1 7	g1e2	-34	30
r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP1NPB1/R1BQK2R w KQ - 3 9	e1g1	-25	30
r1bqk2r/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP1NPB1/R1BQK2R b KQkq - 2 7	c8g4	32	30
r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP1NPB1/R1BQK2R b KQkq - 2 8	e8g8	30	30
r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP2PB1/R1BQK1NR w KQkq - 1 8	g1e2	-23	30
r1bqk1nr/pp2ppbp/2np2p1/2p5/4PP2/2NP2P1/PPP3BP/R1BQK1NR b KQkq - 0 6	e7e6	15	30
r1bqk1nr/pp2ppbp/2np2p1/2p5/4P2P/2NP2P1/PPP2PB1/R1BQK1NR b KQkq - 0 6	g8f6	30	30
1rbqk2r/pp2ppbp/2np1np1/2p5/P3P3/2NP2P1/1PP1NPBP/R1BQ1RK1 b k - 2 8	e8g8	-3	30
r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2NP2PP/PPP1NPB1/R1BQK2R b KQkq - 1 7	g8e7	13	30
1rbqk1nr/pp3pbp/2npp1p1/2p5/4PP2/2NP1NP1/PPP3BP/R1BQK2R w KQk - 2 8	a2a4	-14	30
r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP2PB1/R1BQK1NR b KQkq - 0 7	g8e7	22	30
r1bqk2r/pp2ppbp/2np1np1/2p5/4P3/2NP1NP1/PPP2PBP/R1BQ1RK1 b kq - 3 7	e8g8	15	30
1rbqk1nr/pp3pbp/2npp1p1/2p5/4PP2/2NPBNP1/PPP3BP/R2QK2R b KQk - 3 8	g8e7	14	30
r1bqk2r/pp2ppbp/2np1np1/2p5/P3P3/2NP1NP1/1PP2PBP/R1BQK2R b KQkq - 0 7	e8g8	15	30
r1bqk2r/1p2ppbp/p1np1np1/2pN4/P3P3/3PB1P1/1PP2PBP/R2QK1NR b KQkq - 1 8	a8b8	22	30
r1bqk1nr/pp2ppbp/2np2p1/2p5/P3P3/2NP2P1/1PP2PBP/R1BQK1NR b KQkq - 0 6	b7b6	3	30
